L1	L2	species	specimen	oligoID	pmTm
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 1913	63.1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 2296	61.1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 2298	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 2446	61.5
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	butyrate-producing bacterium SL7/1	HIT 4254	58.7
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 1913	63.1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 2296	61.1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 2298	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 2446	61.5
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	Uncultured bacterium clone Eldhufec179	HIT 4254	58.7
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2296	61.1
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2298	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2446	61.5
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 2447	60.2
Clostridium cluster XIVa	Clostridium nexile et rel.	butyrate-producing bacterium A2-231	uncultured bacterium Y019	HIT 4254	58.7
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium ABLCf89	uncultured bacterium ABLCf89	HIT 1909	59.9
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium ABLCf89	uncultured bacterium ABLCf89	HIT 1910	59.1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium ABLCf89	uncultured bacterium ABLCf89	HIT 1911	59.1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2296	61.1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2298	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2446	61.5
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 2447	60.2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec18g03	uncultured bacterium cadhufec18g03	HIT 4254	58.7
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2002	60.3
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2488	61.2
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2489	59.4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 2490	57
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium cadhufec20a04	uncultured bacterium cadhufec20a04	HIT 640	59.3
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium ABLC1	HIT 1771	60.5
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium ABLC1	HIT 1772	60.1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium ABLC1	HIT 1773	61.1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium LCLC1	HIT 1771	60.5
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium LCTI34	HIT 1771	60.5
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured bacterium LCTI34	uncultured bacterium LCTI6	HIT 1771	60.5
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured bacterium OLDA-F10	HIT 3721	57
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured bacterium OLDA-F10	HIT 3722	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured bacterium OLDA-F10	HIT 3723	59.7
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NB4C3	uncultured Gram-positive bacterium NB4C3	HIT 1771	60.5
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured bacterium LCRC24	HIT 3199	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured bacterium LCRC24	HIT 3200	59.3
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured bacterium LCRC24	HIT 3201	59.6
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured Gram-positive bacterium NO2-48	HIT 3199	58.4
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured Gram-positive bacterium NO2-48	HIT 3200	59.3
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO2-48	uncultured Gram-positive bacterium NO2-48	HIT 3201	59.6
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO81	uncultured Gram-positive bacterium NO81	HIT 1910	59.1
Clostridium cluster XIVa	Clostridium nexile et rel.	uncultured Gram-positive bacterium NO81	uncultured Gram-positive bacterium NO81	HIT 1911	59.1
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1736	57.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1737	58.1
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A21	bacterium A21	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1754	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1756	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium A54	HIT 1757	58.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1756	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 1757	58.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 2011	61.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	bacterium adhufec217	HIT 2012	59.7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1754	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	human intestinal firmicute CO10	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 1756	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured bacterium cadhufec18d04	HIT 2429	55.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	Uncultured bacterium clone Eldhufec174	HIT 1756	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NO7	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NO7	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NO7	HIT 1754	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NO7	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NS2A3	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NS2A3	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NS2A3	HIT 1754	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium A54	uncultured Gram-positive bacterium NS2A3	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 2062	58
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 2161	61.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 2162	58.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 2163	63
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 2165	58.1
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 2166	56.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	bacterium adhufec382	bacterium adhufec382	HIT 4286	57.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium hathewayi	Clostridium hathewayi	HIT 427	58.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium hathewayi	Clostridium hathewayi	HIT 428	60.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium hathewayi	Clostridium hathewayi	HIT 429	60.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium hathewayi	Clostridium hathewayi	HIT 430	57.8
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium hathewayi	Clostridium hathewayi	HIT 432	57.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium sphenoides	Clostridium sphenoides	HIT 217	59.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium sphenoides	Clostridium sphenoides	HIT 218	60.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium sphenoides	Clostridium sphenoides	HIT 219	61
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium sphenoides	Clostridium sphenoides	HIT 220	57.8
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium sphenoides	Clostridium sphenoides	HIT 221	56.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Clostridium sphenoides	Clostridium sphenoides	HIT 222	59.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLC30	uncultured bacterium ABLC30	HIT 1754	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLC30	uncultured bacterium ABLC30	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1822	60.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1823	57.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1824	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1825	59.8
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1826	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1827	61.8
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 1829	56.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 4242	60.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 4316	57.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium ABLCf11	uncultured bacterium ABLCf11	HIT 4552	61.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium adhufec66.25	uncultured bacterium adhufec66.25	HIT 2257	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium adhufec66.25	uncultured bacterium adhufec66.25	HIT 2258	59.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium adhufec66.25	uncultured bacterium adhufec66.25	HIT 2259	59
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Uncultured bacterium clone Eldhufec104	Uncultured bacterium clone Eldhufec104	HIT 431	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Uncultured bacterium clone Eldhufec131	Uncultured bacterium clone Eldhufec131	HIT 2261	56.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	Uncultured bacterium clone Eldhufec131	Uncultured bacterium clone Eldhufec131	HIT 2736	57.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA17	uncultured bacterium HuCA17	HIT 1755	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA17	uncultured bacterium HuCA17	HIT 1756	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA17	uncultured bacterium HuCA17	HIT 1757	58.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA17	uncultured bacterium HuCA17	HIT 2011	61.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA17	uncultured bacterium HuCA17	HIT 2012	59.7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA19	uncultured bacterium HuCA19	HIT 2731	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA19	uncultured bacterium HuCA19	HIT 2732	59.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA19	uncultured bacterium HuCA19	HIT 2733	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA19	uncultured bacterium HuCA19	HIT 2734	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA19	uncultured bacterium HuCA19	HIT 2735	57
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA19	uncultured bacterium HuCA19	HIT 2736	57.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 1736	57.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 1737	58.1
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 2740	56.7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 2742	58.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuCA27	uncultured bacterium HuCA27	HIT 2783	57.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured bacterium HuDI16	HIT 1825	59.8
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured bacterium HuDI16	HIT 1826	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured bacterium HuDI16	HIT 2972	60.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured bacterium HuDI16	HIT 2973	61.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured bacterium HuDI16	HIT 4316	57.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured human gut bacterium JW1A2	HIT 1825	59.8
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured human gut bacterium JW1A2	HIT 1826	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured human gut bacterium JW1A2	HIT 2972	60.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured human gut bacterium JW1A2	HIT 2973	61.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium HuDI16	uncultured human gut bacterium JW1A2	HIT 4316	57.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCLC23	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCLC23	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCLC23	HIT 3170	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCLC23	HIT 3171	58.7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCRC3	HIT 1735	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCRC3	HIT 1753	59.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCRC3	HIT 3170	59.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC23	uncultured bacterium LCRC3	HIT 3171	58.7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCLC63	HIT 2259	59
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCLC63	HIT 3205	61.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCLC63	HIT 3206	59.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCRC36	HIT 2259	59
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCRC36	HIT 3205	61.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCRC36	HIT 3206	59.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCTI66	HIT 2259	59
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCTI66	HIT 3205	61.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium LCLC63	uncultured bacterium LCTI66	HIT 3206	59.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium OLDA-H6	uncultured bacterium OLDA-H6	HIT 2162	58.2
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium OLDA-H6	uncultured bacterium OLDA-H6	HIT 3763	58.6
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium OLDA-H6	uncultured bacterium OLDA-H6	HIT 3765	60.9
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium OLDA-H6	uncultured bacterium OLDA-H6	HIT 4286	57.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured bacterium OLDA-H6	uncultured bacterium OLDA-H6	HIT 440	56.3
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured Gram-positive bacterium NO1F3	uncultured Gram-positive bacterium NO1F3	HIT 2259	59
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured Gram-positive bacterium NO1F3	uncultured Gram-positive bacterium NO1F3	HIT 2731	60.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured Gram-positive bacterium NO1F3	uncultured Gram-positive bacterium NO1F3	HIT 2732	59.5
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured Gram-positive bacterium NO2-24	uncultured Gram-positive bacterium NO2-24	HIT 2011	61.4
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured Gram-positive bacterium NO2-24	uncultured Gram-positive bacterium NO2-24	HIT 2012	59.7
Clostridium cluster XIVa	Clostridium sphenoides et rel.	uncultured Gram-positive bacterium NO2-24	uncultured Gram-positive bacterium NO2-24	HIT 3495	59.3
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	butyrate-producing bacterium GM2/1	HIT 4350	57.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	butyrate-producing bacterium SS3/4	HIT 4286	57.3
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	butyrate-producing bacterium SS3/4	HIT 4343	61.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	uncultured bacterium D556	HIT 2653	56.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	uncultured bacterium D556	HIT 4341	57.3
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	uncultured bacterium D556	HIT 4343	61.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	uncultured bacterium D556	HIT 4344	58.2
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	uncultured bacterium inhufecA-43	HIT 2653	56.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium GM2/1	uncultured bacterium inhufecA-43	HIT 3639	60
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium M62/1	butyrate-producing bacterium M62/1	HIT 222	59.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium M62/1	butyrate-producing bacterium M62/1	HIT 2948	60.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium M62/1	butyrate-producing bacterium SM4/1	HIT 222	59.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium M62/1	butyrate-producing bacterium SM4/1	HIT 2948	60.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	butyrate-producing bacterium M62/1	uncultured bacterium HuAC14	HIT 222	59.9
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 2933	58.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 2934	59.4
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 421	58.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 422	61
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 423	60.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 424	57.2
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	Clostridium bolteae	HIT 4290	60.3
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 2933	58.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 2934	59.4
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 421	58.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 422	61
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 423	60.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 424	57.2
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium B293	HIT 4290	60.3
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium HuRC24	HIT 421	58.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium HuRC24	HIT 422	61
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium bolteae	uncultured bacterium HuRC24	HIT 423	60.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium clostridiiformes	Clostridium clostridiiformes	HIT 1762	55.5
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium clostridiiformes	Clostridium clostridiiformes	HIT 2142	57.5
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium clostridiiformes	Clostridium clostridiiformes	HIT 2178	59.6
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium clostridiiformes	Clostridium clostridiiformes	HIT 3049	59
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium clostridiiformes	Clostridium clostridiiformes	HIT 4362	60.6
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 2933	58.1
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 2934	59.4
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 2955	61
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 424	57.2
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 4290	60.3
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 4292	57.8
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 4346	58.5
Clostridium cluster XIVa	Clostridium symbiosum et rel.	Clostridium sp. N6	Clostridium sp. N6	HIT 439	57.9
